ZNF674;2.3.4.0.57
ZNF697;2.3.4.0.41
ZNF770;2.3.4.0.26
ZNF775;2.3.4.0.44
ZNF778;2.3.4.0.63
ZNF784;2.3.4.0.40
ZNF787;2.3.4.0.46
ZNF788;2.3.4.0.60
ZNF800;2.3.4.0.17
ZNF806;2.3.4.0.54
ZNF827;2.3.4.0.11
ZNF8;2.3.4.0.29
ZSCAN20;2.3.4.0.56
ZNF512B;2.3.4.10.2
ZNF512;2.3.4.10.1
ZNF658B;2.3.4.11.2
ZNF658;2.3.4.11.1
ZNF423;2.3.4.12.1
ZNF521;2.3.4.12.2
ZNF639;2.3.4.13.1
ZNF711;2.3.4.13.2
EVI1;2.3.4.14.1
PRDM16;2.3.4.14.2
BCL11A;2.3.4.15.1
BCL11B;2.3.4.15.2
ZNF296;2.3.4.15.3
INSM1;2.3.4.16.1
INSM2;2.3.4.16.2
HIC1;2.3.4.17.1
HIC2;2.3.4.17.2
ZNF518A;2.3.4.18.1
ZNF518B;2.3.4.18.2
BNC1;2.3.4.19.1
BNC2;2.3.4.19.2
ZNF211;2.3.4.1.6
ZNF256;2.3.4.1.7
ZNF417;2.3.4.1.1
ZNF418;2.3.4.1.5
ZNF552;2.3.4.1.3
ZNF587B;2.3.4.1.2
ZNF587;2.3.4.1.2
ZNF814;2.3.4.1.4
TRERF1;2.3.4.20.1
ZNF541;2.3.4.20.2
HINFP;2.3.4.21.1
ZFAT;2.3.4.21.2
ZNF526;2.3.4.22.1
ZNF574;2.3.4.22.2
ZNF319;2.3.4.23.1
ZNF786;2.3.4.23.2
ZNF134;2.3.4.24.1
ZNF671;2.3.4.24.2
ZNF772;2.3.4.24.3
ZNF792;2.3.4.24.4
ZNF248;2.3.4.25.3
ZNF334;2.3.4.25.4
ZNF37A;2.3.4.25.1
ZNF382;2.3.4.25.5
ZNF510;2.3.4.25.6
ZNF717;2.3.4.25.2
ZNF217;2.3.4.2.4
ZNF219;2.3.4.2.1
ZNF516;2.3.4.2.3
ZNF536;2.3.4.2.2
SALL1;2.3.4.3.1
SALL2;2.3.4.3.2
SALL3;2.3.4.3.3
SALL4;2.3.4.3.4
IKZF1;2.3.4.4.1
IKZF2;2.3.4.4.2
IKZF3;2.3.4.4.3
IKZF4;2.3.4.4.4
IKZF5;2.3.4.4.5
HIVEP1;2.3.4.5.1
HIVEP2;2.3.4.5.2
HIVEP3;2.3.4.5.3
ZBTB1;2.3.4.6.1
ZBTB25;2.3.4.6.3
ZBTB2;2.3.4.6.2
RLF;2.3.4.7.1
ZNF292;2.3.4.7.2
ZNF654;2.3.4.7.3
MAZ;2.3.4.8.1
PATZ1;2.3.4.8.3
VEZF1;2.3.4.8.2
ZNF532;2.3.4.9.1
ZNF592;2.3.4.9.2
ZNF687;2.3.4.9.3
ZBED1;2.3.5.0.1
ZBED2;2.3.5.0.2
ZBED3;2.3.5.0.3
ZBED4;2.3.5.0.4
ZBED5;2.3.5.0.5
ZBED6;2.3.5.0.6
DMRT1;2.5.1.0.1
DMRT2;2.5.1.0.2
DMRT3;2.5.1.0.3
DMRTA1;2.5.1.0.4
DMRTA2;2.5.1.0.5
DMRTB1;2.5.1.0.6
DMRTC1;2.5.1.0.8
DMRTC2;2.5.1.0.7
CXXC1;2.6.1.0.1
DNMT1;2.6.1.0.6
KDM2A;2.6.1.0.5
KMT2B;2.6.1.0.7
MBD1;2.6.1.0.2
MLL;2.6.1.0.4
TET1;2.6.1.0.3
FOG1;2.7.2.0.1
FOG2;2.7.2.0.2
KAT5;2.7.3.0.5
L3MBTL1;2.7.4.0.1
LYAR;2.7.5.0.1
MYST1;2.7.3.0.1
MYST2;2.7.3.0.2
MYST3;2.7.3.0.3
MYST4;2.7.3.0.4
MYT1L;2.7.1.0.2
MYT1;2.7.1.0.1
ST18;2.7.1.0.3
CNOT4;2.8.4.0.1
RC3H2;2.8.3.0.1
ZC3H4;2.8.1.0.2
ZC3H6;2.8.1.0.3
ZC3H8;2.8.1.0.1
ZGPAT;2.8.2.0.1
PRKRIR;2.9.1.0.12
THAP10;2.9.1.0.10
THAP11;2.9.1.0.11
THAP1;2.9.1.0.1
THAP2;2.9.1.0.2
THAP3;2.9.1.0.3
THAP4;2.9.1.0.4
THAP5;2.9.1.0.5
THAP6;2.9.1.0.6
THAP7;2.9.1.0.7
THAP8;2.9.1.0.8
THAP9;2.9.1.0.9
POU1F1;3.1.10.1.1
POU2F1;3.1.10.2.1
POU2F2;3.1.10.2.2
POU2F3;3.1.10.2.3
POU3F1;3.1.10.3.1
POU3F2;3.1.10.3.2
POU3F3;3.1.10.3.3
POU3F4;3.1.10.3.4
POU4F1;3.1.10.4.1
POU4F2;3.1.10.4.2
POU4F3;3.1.10.4.3
POU5F1B;3.1.10.5.3
POU5F1P1;3.1.10.5.2
POU5F1;3.1.10.5.1
POU5F2;3.1.10.5.4
POU6F1;3.1.10.6.1
POU6F2;3.1.10.6.2
HMBOX1;3.1.10.7.3
HNF1A;3.1.10.7.1
HNF1B;3.1.10.7.2
HDX;3.1.10.8.1
EVX1;3.1.1.10.1
EVX2;3.1.1.10.2
PHTF1;3.1.11.0.1
PHTF2;3.1.11.0.2
GBX;3.1.1.11.1
GBX1;3.1.1.11.1
GBX2;3.1.1.11.2
GSX1;3.1.1.12.1
GSX2;3.1.1.12.2
MNX1;3.1.1.13.1
MEOX1;3.1.1.14.1
MEOX2;3.1.1.14.2
PDX1;3.1.1.15.1
HOXA1;3.1.1.1.1
HOXB1;3.1.1.1.2
HOXD1;3.1.1.1.3
HOXA2;3.1.1.2.1
HOXB2;3.1.1.2.2
HOXA3;3.1.1.3.1
HOXB3;3.1.1.3.2
HOXD3;3.1.1.3.3
HOXA4;3.1.1.4.1
HOXB4;3.1.1.4.2
HOXC4;3.1.1.4.3
HOXD4;3.1.1.4.4
HOXA5;3.1.1.5.1
HOXB5;3.1.1.5.2
HOXC5;3.1.1.5.3
HOXA6;3.1.1.6.1
HOXA7;3.1.1.6.4
HOXB6;3.1.1.6.2
HOXB7;3.1.1.6.5
HOXC6;3.1.1.6.3
HOXB8;3.1.1.7.1
HOXC8;3.1.1.7.2
HOXD8;3.1.1.7.3
HOXA10;3.1.1.8.5
HOXA11;3.1.1.8.9
HOXA13;3.1.1.8.14
HOXA9;3.1.1.8.1
HOXB13;3.1.1.8.15
HOXB9;3.1.1.8.2
HOXC10;3.1.1.8.7
HOXC11;3.1.1.8.10
HOXC12;3.1.1.8.12
HOXC13;3.1.1.8.16
HOXC9;3.1.1.8.3
HOXD10;3.1.1.8.8
HOXD11;3.1.1.8.11
HOXD12;3.1.1.8.13
HOXD13;3.1.1.8.17
HOXD9;3.1.1.8.4
CDX1;3.1.1.9.1
CDX2;3.1.1.9.2
CDX4;3.1.1.9.3
LBX1;3.1.2.10.1
LBX2;3.1.2.10.2
MSX1;3.1.2.11.1
MSX2;3.1.2.11.2
MSX3;3.1.2.11.3
NANOG2;3.1.2.12.2
NANOG;3.1.2.12.1
NANOGP8;3.1.2.12.3
NKX1-1;3.1.2.13.1
NKX1-2;3.1.2.13.2
NKX2-1;3.1.2.14.1
NKX2-4;3.1.2.14.2
NKX2-2;3.1.2.15.1
NKX2-8;3.1.2.15.2
NKX3-1;3.1.2.16.1
NKX3-2;3.1.2.16.2
NKX2-3;3.1.2.17.1
NKX2-5;3.1.2.17.2
NKX2-6;3.1.2.17.3
HMX1;3.1.2.18.1
HMX2;3.1.2.18.2
HMX3;3.1.2.18.3
NKX6-1;3.1.2.19.1
NKX6-2;3.1.2.19.2
NKX6-3;3.1.2.19.3
BARHL1;3.1.2.1.1
BARHL2;3.1.2.1.2
NOTO;3.1.2.20.1
TLX1;3.1.2.21.1
TLX2;3.1.2.21.2
TLX3;3.1.2.21.3
VAX1;3.1.2.22.1
VAX2;3.1.2.22.2
VENTX;3.1.2.23.1
BARX1;3.1.2.2.1
BARX2;3.1.2.2.2
BSX1;3.1.2.3.1
DBX1;3.1.2.4.1
DBX2;3.1.2.4.2
DLX1;3.1.2.5.1
DLX2;3.1.2.5.2
DLX3;3.1.2.5.3
DLX4;3.1.2.5.4
DLX5;3.1.2.5.5
DLX6;3.1.2.5.6
EMX1;3.1.2.6.1
EMX2;3.1.2.6.2
EN1;3.1.2.7.1
EN2;3.1.2.7.2
HHEX;3.1.2.8.1
HLX1;3.1.2.9.1
HESX1;3.1.3.10.1
HOPX;3.1.3.11.1
ISX;3.1.3.12.1
LEUTX;3.1.3.13.1
MIXL1;3.1.3.14.1
NOBOX;3.1.3.15.1
OTP;3.1.3.16.1
CRX;3.1.3.17.3
OTX1;3.1.3.17.1
OTX2;3.1.3.17.2
PHOX2A;3.1.3.18.1
PHOX2B;3.1.3.18.2
PITX1;3.1.3.19.1
PITX2;3.1.3.19.2
PITX3;3.1.3.19.3
ALX1;3.1.3.1.1
ALX3;3.1.3.1.2
ALX4;3.1.3.1.3
PROP1;3.1.3.20.1
PRRX1;3.1.3.21.1
PRRX2;3.1.3.21.2
RAX2;3.1.3.22.2
RAX;3.1.3.22.1
RHOXF1;3.1.3.23.1
RHOXF2B;3.1.3.23.3
RHOXF2;3.1.3.23.2
SEBOX;3.1.3.24.1
SHOX2;3.1.3.25.2
SHOX;3.1.3.25.1
TPRX1;3.1.3.26.1
TPRXL;3.1.3.26.2
UNCX;3.1.3.27.1
VSX1;3.1.3.28.1
VSX2;3.1.3.28.2
ARGFX;3.1.3.2.1
ARX;3.1.3.3.1
DMBX1;3.1.3.4.1
DPRX;3.1.3.5.1
DRGX;3.1.3.6.1
DUX1;3.1.3.7.2
DUX3;3.1.3.7.4
DUX4L4;3.1.3.7.9
DUX4;3.1.3.7.5
DUXA;3.1.3.7.1
ESX1;3.1.3.8.1
GSC2;3.1.3.9.2
GSC;3.1.3.9.1
IRX1;3.1.4.1.1
IRX2;3.1.4.1.2
IRX3;3.1.4.1.3
IRX4;3.1.4.1.4
IRX5;3.1.4.1.5
IRX6;3.1.4.1.6
MEIS1;3.1.4.2.1
MEIS2;3.1.4.2.2
MEIS3;3.1.4.2.3
MEIS3P1;3.1.4.2.4
MEIS3P2;3.1.4.2.5
MKX;3.1.4.3.1
PBX1;3.1.4.4.1
PBX2;3.1.4.4.2
PBX3;3.1.4.4.3
PBX4;3.1.4.4.4
PKNOX1;3.1.4.5.1
PKNOX2;3.1.4.5.2
TGIF1;3.1.4.6.1
TGIF2LX;3.1.4.6.3
TGIF2LY;3.1.4.6.4
TGIF2;3.1.4.6.2
ISL1;3.1.5.1.1
ISL2;3.1.5.1.2
LHX1;3.1.5.2.1
LHX5;3.1.5.2.2
LHX2;3.1.5.3.1
LHX9;3.1.5.3.2
LHX3;3.1.5.4.1
LHX4;3.1.5.4.2
LHX6;3.1.5.5.1
LHX8;3.1.5.5.2
LMX1alpha;3.1.5.6.1
LMX1beta;3.1.5.6.2
SIX1;3.1.6.1.1
SIX2;3.1.6.1.2
SIX3;3.1.6.2.1
SIX6;3.1.6.2.2
SIX4;3.1.6.3.1
SIX5;3.1.6.3.2
PROX1;3.1.7.0.1
PROX2;3.1.7.0.2
ADNP1;3.1.8.1.1
ADNP2;3.1.8.1.2
TSHZ1;3.1.8.2.1
TSHZ2;3.1.8.2.2
TSHZ3;3.1.8.2.3
ZEB1;3.1.8.3.1
ZEB2;3.1.8.3.2
ZFHX2;3.1.8.4.1
ZFHX3;3.1.8.4.2
ZFHX4;3.1.8.4.3
HOMEZ;3.1.8.5.4
NANOGNB;3.1.8.5.5
ZHX1;3.1.8.5.1
ZHX2;3.1.8.5.2
ZHX3;3.1.8.5.3
ONECUT1;3.1.9.1.1
ONECUT2;3.1.9.1.2
ONECUT3;3.1.9.1.3
CUX1;3.1.9.2.1
CUX2;3.1.9.2.2
SATB1;3.1.9.3.1
SATB2;3.1.9.3.2
PAX3;3.2.1.1.1
PAX7;3.2.1.1.2
PAX4;3.2.1.2.1
PAX6;3.2.1.2.2
PAX1;3.2.2.1.1
PAX9;3.2.2.1.2
PAX2;3.2.2.2.1
PAX5;3.2.2.2.2
PAX8;3.2.2.2.3
FOXJ1;3.3.1.10.1
FOXJ2;3.3.1.10.2
FOXJ3;3.3.1.10.3
FOXK1;3.3.1.11.1
FOXK2;3.3.1.11.2
FOXL1;3.3.1.12.1
FOXL2;3.3.1.12.2
FOXM1;3.3.1.13.1
FOXN1;3.3.1.14.1
FOXN2;3.3.1.14.2
FOXN3;3.3.1.14.3
FOXN4;3.3.1.14.4
FOXO1;3.3.1.15.1
FOXO3;3.3.1.15.2
FOXO4;3.3.1.15.3
FOXO6;3.3.1.15.5
FOXP1;3.3.1.16.1
FOXP2;3.3.1.16.2
FOXP3;3.3.1.16.3
FOXP4;3.3.1.16.4
FOXQ1;3.3.1.17.1
FOXR1;3.3.1.18.1
FOXR2;3.3.1.18.2
FOXS1;3.3.1.19.1
FOXA1;3.3.1.1.1
FOXA2;3.3.1.1.2
FOXA3;3.3.1.1.3
FOXB1;3.3.1.2.1
FOXB2;3.3.1.2.2
FOXC1;3.3.1.3.1
FOXC2;3.3.1.3.2
FOXD1;3.3.1.4.1
FOXD2;3.3.1.4.2
FOXD3;3.3.1.4.3
FOXD4L1;3.3.1.4.5
FOXD4L2;3.3.1.4.6
FOXD4L3;3.3.1.4.7
FOXD4L4;3.3.1.4.8
FOXD4L5;3.3.1.4.9
FOXD4L6;3.3.1.4.10
FOXD4;3.3.1.4.4
FOXE1;3.3.1.5.1
FOXE3;3.3.1.5.2
FOXF1;3.3.1.6.1
FOXF2;3.3.1.6.2
FOXG1;3.3.1.7.1
FOXH1;3.3.1.8.1
FOXI1;3.3.1.9.1
FOXI2;3.3.1.9.2
FOXI3;3.3.1.9.3
E2F1;3.3.2.1.1
E2F2;3.3.2.1.2
E2F3;3.3.2.1.3
E2F4;3.3.2.1.4
E2F5;3.3.2.1.5
E2F6;3.3.2.1.6
E2F7;3.3.2.1.7
E2F8;3.3.2.1.8
DP1;3.3.2.2.1
DP2;3.3.2.2.2
DP3;3.3.2.2.2
RFX1;3.3.3.0.1
RFX2;3.3.3.0.2
RFX3;3.3.3.0.3
RFX4;3.3.3.0.4
RFX5;3.3.3.0.5
RFX6;3.3.3.0.6
RFX7;3.3.3.0.7
RFX8;3.3.3.0.8
HSF1;3.4.1.0.1
HSF2;3.4.1.0.2
HSF3;3.4.1.0.3
HSF4;3.4.1.0.4
HSF5;3.4.1.0.5
HSFX1;3.4.1.0.6
HSFX2;3.4.1.0.7
HSFX3;3.4.1.0.10
HSFY1;3.4.1.0.8
HSFY2;3.4.1.0.9
A-MYB;3.5.1.1.2
B-MYB;3.5.1.1.3
CDC5L;3.5.1.1.4
MSANTD1;3.5.1.0.1
MSANTD2;3.5.1.0.2
MSANTD3;3.5.1.0.3
MSANTD4;3.5.1.0.4
MYB;3.5.1.1.1
MYPOP;3.5.1.0.5
SNAPc4;3.5.1.1.5
NCoR1;3.5.1.2.1
NCoR2;3.5.1.2.2
RCoR1;3.5.1.2.3
RCoR2;3.5.1.2.4
RCoR3;3.5.1.2.5
CRAMP1L;3.5.1.3.11
DMAP1;3.5.1.3.8
ELMSAN1;3.5.1.3.12
MIER1;3.5.1.3.1
MIER2;3.5.1.3.2
MIER3;3.5.1.3.3
MTA1;3.5.1.3.4
MTA2;3.5.1.3.5
MTA3;3.5.1.3.6
RERE;3.5.1.3.7
TRERF1;3.5.1.3.9
ZNF541;3.5.1.3.10
DNAJC1;3.5.1.4.1
DNAJC2;3.5.1.4.2
SMARCA1;3.5.1.5.1
SMARCA5;3.5.1.5.2
SMARCC1;3.5.1.6.3
SMARCC2;3.5.1.6.4
TADA2A;3.5.1.6.1
TADA2B;3.5.1.6.2
DMTF1;3.5.1.7.1
ERF;3.5.2.1.11
ERG;3.5.2.1.7
Ets-1;3.5.2.1.1
Ets-2;3.5.2.1.2
ETV2;3.5.2.1.4
ETV3L;3.5.2.1.10
ETV3;3.5.2.1.9
FEV;3.5.2.1.8
FLI1;3.5.2.1.6
GABPA;3.5.2.1.5
ELK1;3.5.2.2.1
ELK3;3.5.2.2.2
ELK4;3.5.2.2.3
ETV1;3.5.2.2.4
ETV4;3.5.2.2.5
ETV5;3.5.2.2.6
ELF1;3.5.2.3.1
ELF2;3.5.2.3.2
ELF4;3.5.2.3.3
EHF;3.5.2.4.1
ELF3;3.5.2.4.2
ELF5;3.5.2.4.3
SPI1;3.5.2.5.1
SPIB;3.5.2.5.2
SPIC;3.5.2.5.3
ETV6;3.5.2.6.1
ETV7;3.5.2.6.2
SPDEF;3.5.2.7.1
IRF1;3.5.3.0.1
IRF2;3.5.3.0.2
IRF3;3.5.3.0.3
IRF4;3.5.3.0.4
IRF5;3.5.3.0.5
IRF6;3.5.3.0.6
IRF7;3.5.3.0.7
IRF8;3.5.3.0.8
IRF9;3.5.3.0.9
TEAD1;3.6.1.0.1
TEAD2;3.6.1.0.3
TEAD3;3.6.1.0.4
TEAD4;3.6.1.0.2
TEAD5;3.6.1.0.5
ARID1A;3.7.1.1.1
ARID1B;3.7.1.1.2
ARID2;3.7.1.2.1
ARID4A;3.7.1.4.1
ARID4B;3.7.1.4.2
ARID5A;3.7.1.5.1
ARID5B;3.7.1.5.2
JARID2;3.7.1.7.1
ARID3A;3.7.1.3.1
ARID3B;3.7.1.3.2
ARID3C;3.7.1.3.3
JARID1A;3.7.1.6.1
JARID1B;3.7.1.6.2
JARID1C;3.7.1.6.3
JARID1D;3.7.1.6.4
SRY;4.1.1.1.1
SOX14;4.1.1.2.4
SOX1;4.1.1.2.1
SOX21;4.1.1.2.5
SOX2;4.1.1.2.2
SOX3;4.1.1.2.3
SOX11;4.1.1.3.2
SOX12;4.1.1.3.3
SOX4;4.1.1.3.1
SOX13;4.1.1.4.3
SOX5;4.1.1.4.1
SOX6;4.1.1.4.2
SOX10;4.1.1.5.3
SOX8;4.1.1.5.1
SOX9;4.1.1.5.2
SOX17;4.1.1.6.2
SOX18;4.1.1.6.3
SOX7;4.1.1.6.1
SOX15;4.1.1.7.1
SOX30;4.1.1.8.1
BBX;4.1.1.9.3
CIC;4.1.1.9.1
HBP1;4.1.1.9.2
HMG20A;4.1.2.0.6
HMG20B;4.1.2.0.7
HMGXB3;4.1.2.0.8
SMARCE1;4.1.2.0.5
TOX2;4.1.2.0.2
TOX3;4.1.2.0.3
TOX4;4.1.2.0.4
TOX;4.1.2.0.1
LEF1;4.1.3.0.4
TAF1L;4.1.3.0.6
TAF1;4.1.3.0.5
TCF7L1;4.1.3.0.2
TCF7L2;4.1.3.0.3
TCF7;4.1.3.0.1
HMGXB4;4.1.4.0.2
PBRM1;4.1.4.0.1
SSRP1;4.1.5.0.2
WHSC1;4.1.5.0.1
UBF;4.1.6.1.1
UBTFL6;4.1.6.2.2
UBTLF1;4.1.6.2.1
UBTFL1;4.1.6.2.1
TFAM;4.1.7.0.1
NFYA;4.2.1.0.1
NFYB;4.2.1.0.2
NFYC;4.2.1.0.3
MEF2A;5.1.1.1.1
MEF2B;5.1.1.1.2
MEF2C;5.1.1.1.3
MEF2D;5.1.1.1.4
SRF;5.1.2.0.1
AIRE;5.3.1.0.1
DEAF1;5.3.2.0.1
GMEB1;5.3.3.1.1
GMEB2;5.3.3.1.2
Sp110;5.3.4.0.1
Sp140L;5.3.5.1.2
Sp140;5.3.5.1.1
Sp100;5.3.5.2.1
NFKB1;6.1.1.1.1
NFKB2;6.1.1.1.2
cRel;6.1.1.2.3
RelA;6.1.1.2.1
RelB;6.1.1.2.2
BCL3;6.1.2.1.8
IKBA;6.1.2.1.1
IKBB;6.1.2.1.2
IKBD;6.1.2.1.3
IKBE;6.1.2.1.4
IKBL;6.1.2.1.7
IKBR;6.1.2.1.6
IKBZ;6.1.2.1.5
RAI;6.1.2.2.1
NFAT5;6.1.3.0.5
NFATc1;6.1.3.0.1
NFATc2;6.1.3.0.2
NFATc3;6.1.3.0.3
NFATc4;6.1.3.0.4
RBPJL;6.1.4.1.2
RBPJ;6.1.4.1.1
EBF1;6.1.5.0.1
EBF2;6.1.5.0.2
EBF3;6.1.5.0.3
EBF4;6.1.5.0.4
STAT1;6.2.1.0.1
STAT2;6.2.1.0.2
STAT3;6.2.1.0.3
STAT4;6.2.1.0.4
STAT5A;6.2.1.0.5
STAT5B;6.2.1.0.6
STAT6;6.2.1.0.7
p53;6.3.1.0.1
p63;6.3.1.0.2
p73;6.3.1.0.3
Runx1;6.4.1.0.2
Runx2;6.4.1.0.1
Runx3;6.4.1.0.3
Brachyury;6.5.1.0.1
TBX19;6.5.1.0.2
TBR1;6.5.2.0.1
TBR2;6.5.2.0.2
TBX21;6.5.2.0.3
TBX10;6.5.3.0.2
TBX15;6.5.3.0.3
TBX18;6.5.3.0.4
TBX1;6.5.3.0.1
TBX20;6.5.3.0.5
TBX22;6.5.3.0.6
TBX2;6.5.4.0.1
TBX3;6.5.4.0.2
TBX4;6.5.4.0.3
TBX5;6.5.4.0.4
MGA;6.5.5.0.2
TBX6;6.5.5.0.1
MYRF;6.6.1.0.1
GRHL1;6.7.1.1.1
GRHL2;6.7.1.1.2
GRHL3;6.7.1.1.3
CP2L1;6.7.2.0.2
CP2;6.7.2.0.1
UBP1;6.7.2.0.3
SMAD1;7.1.1.1.1
SMAD2;7.1.1.1.2
SMAD3;7.1.1.1.3
SMAD5;7.1.1.1.4
SMAD9;7.1.1.1.5
SMAD4;7.1.1.2.1
SMAD6;7.1.1.3.1
SMAD7;7.1.1.3.2
NF1A;7.1.2.0.1
NF1B;7.1.2.0.2
NF1C;7.1.2.0.3
NF1X;7.1.2.0.4
GCM1;7.2.1.0.1
GCM2;7.2.1.0.2
TBPL1;8.1.1.0.2
TBPL2;8.1.1.0.3
TBP;8.1.1.0.1
HMGA1;8.2.1.0.1
HMGA2;8.2.1.0.2
DbpA;9.1.1.1.1
YB1;9.1.1.2.1
YBX2;9.1.1.3.1
HOXAC4;3.1.1.4.5
